Id,Caso de Prueba,Descripción,Fecha,Área Funcional / Sub proceso,Funcionalidad / Característica,Datos / Acciones de Entrada,Resultado Esperado,Requerimientos de Ambiente de Pruebas,Procedimientos especiales requeridos,Dependencias con otros casos de Prueba,Resultado Obtenido,Estado,Última Fecha de Estado,Observaciones
ASP62,Accesibilidad y Seguridad de la Plataforma,Verificar que las cookies sean seguras y no contengan información sensible en texto plano.,25-11-2024,Accesibilidad y Seguridad,Manejo de sesión,Iniciar sesión y revisar las cookies almacenadas,Las cookies deben estar encriptadas y configuradas como HttpOnly y Secure.,"Navegador web, herramientas de inspección",No,Ninguno,Verificación de cookies seguras y ausencia de información sensible en texto plano,Aprobado,25-11-2024,Las cookies están configuradas como seguras y no contienen información sensible en texto plano.
ASP63,Accesibilidad y Seguridad de la Plataforma,Probar la compatibilidad de la aplicación con lectores de pantalla para usuarios con discapacidades visuales.,25-11-2024,Accesibilidad y Seguridad,Interfaz de usuario,Navegar por la aplicación con un lector de pantalla,Los lectores deben anunciar correctamente los elementos y etiquetas.,"Navegador web, lector de pantalla",No,Ninguno,Compatibilidad con lectores de pantalla evaluada para accesibilidad,Aprobado,25-11-2024,"Funciona correctamente con NVDA, pero se necesita ajustar la navegación en algunos formularios para JAWS."
ASP64,Accesibilidad y Seguridad de la Plataforma,Evaluar si la aplicación implementa medidas para prevenir ataques CSRF.,25-11-2024,Accesibilidad y Seguridad,Formularios de usuario,Enviar una solicitud POST sin token CSRF,La solicitud debe ser rechazada por falta de token CSRF válido.,"Navegador web, herramientas de prueba",No,Ninguno,Implementación de medidas contra ataques CSRF verificada,Aprobado,25-11-2024,El sistema utiliza tokens CSRF para proteger los formularios contra ataques.
ASP65,Accesibilidad y Seguridad de la Plataforma,Verificar que los enlaces externos se abran en una nueva ventana o pestaña para evitar la navegación fuera de la plataforma.,25-11-2024,Accesibilidad y Seguridad,Navegación de la interfaz,Hacer clic en enlaces externos dentro de la aplicación,Los enlaces externos deben abrirse en una nueva ventana o pestaña.,Navegador web,No,Ninguno,Verificación de apertura de enlaces externos en nueva ventana o pestaña realizada,Aprobado,25-11-2024,Todos los enlaces externos se abren correctamente en una nueva pestaña para evitar navegación fuera de la plataforma.
ASP66,Accesibilidad y Seguridad de la Plataforma,Verificar si el sistema es vulnerable a inyecciones SQL en campos de texto.,25-11-2024,Accesibilidad y Seguridad,Formularios de usuario,Ingresar comandos SQL en campos de entrada,El sistema debe prevenir la ejecución de código SQL malicioso.,"Navegador web, herramientas de prueba",No,Ninguno,Verificación de vulnerabilidad a inyecciones SQL en campos de texto,Aprobado,25-11-2024,No se detectaron vulnerabilidades de inyección SQL en los campos de texto. La validación de entradas se realiza adecuadamente.
ASP67,Accesibilidad y Seguridad de la Plataforma,Evaluar si el sistema restringe el tamaño de los archivos subidos.,25-11-2024,Accesibilidad y Seguridad,Subida de archivos,Subir un archivo mayor al tamaño permitido,El sistema debe rechazar la subida del archivo y mostrar un mensaje de error.,Navegador web,No,Ninguno,Evaluación de restricción del tamaño de archivos subidos realizada,Aprobado,25-11-2024,"Se limitó el tamaño de archivos a 5MB, pero se necesita validar para archivos de diferentes tipos."
ASP68,Accesibilidad y Seguridad de la Plataforma,Comprobar si todas las imágenes incluyen textos alternativos (alt text) para accesibilidad.,25-11-2024,Accesibilidad y Seguridad,Interfaz de usuario,Inspeccionar imágenes de la aplicación,Todas las imágenes deben tener descripciones en texto alternativo.,"Navegador web, inspector de HTML",No,Ninguno,Verificación de textos alternativos (alt text) en imágenes para accesibilidad,Aprobado,25-11-2024,Todas las imágenes incluyen texto alternativo (alt text) para mejorar la accesibilidad.
ASP69,Accesibilidad y Seguridad de la Plataforma,Verificar que el sistema cierre automáticamente la sesión después de cierto tiempo de inactividad.,25-11-2024,Accesibilidad y Seguridad,Manejo de sesión,Iniciar sesión y esperar inactividad,La sesión debe cerrarse automáticamente tras un período de inactividad definido.,Navegador web,No,Ninguno,Verificación de cierre automático de sesión tras inactividad,Aprobado,25-11-2024,La sesión se cierra automáticamente después de 15 minutos de inactividad.
ASP70,Accesibilidad y Seguridad de la Plataforma,Comprobar que los textos y elementos visuales tengan suficiente contraste para ser legibles.,25-11-2024,Accesibilidad y Seguridad,Interfaz de usuario,Inspeccionar elementos con herramientas de contraste,El contraste debe cumplir con los estándares de accesibilidad (WCAG AA mínimo).,"Navegador web, herramienta de contraste",No,Ninguno,Comprobación del contraste visual de textos y elementos realizada,Aprobado,25-11-2024,Algunos textos no cumplen con el estándar WCAG mínimo de contraste; se realizarán ajustes en el diseño.
ASP71,Accesibilidad y Seguridad de la Plataforma,Evaluar si los datos del formulario de registro se envían y almacenan correctamente.,25-11-2024,Accesibilidad y Seguridad,Registro de usuario,Completar y enviar el formulario de registro,Los datos deben ser enviados de forma segura y almacenados correctamente en la base de datos.,"Navegador web, base de datos",No,Ninguno,Evaluación del envío y almacenamiento correcto de datos del formulario de registro,Aprobado,25-11-2024,Los datos se envían de forma segura mediante HTTPS y se almacenan correctamente en la base de datos.
ASP72,Accesibilidad y Seguridad de la Plataforma,Evaluar si los mensajes de error son claros y no revelan detalles técnicos sensibles.,25-11-2024,Accesibilidad y Seguridad,Manejo de errores,Provocar errores en campos de formulario,Los mensajes de error deben ser comprensibles y no revelar información del sistema.,Navegador web,No,Ninguno,Verificación de claridad y seguridad de mensajes de error,Aprobado,25-11-2024,Algunos mensajes de error revelan información técnica; se necesita revisión para ocultar detalles sensibles.
ASP73,Accesibilidad y Seguridad de la Plataforma,Verificar si el sitio está protegido contra ataques de clickjacking.,25-11-2024,Accesibilidad y Seguridad,Navegación de la interfaz,Intentar cargar el sitio en un iframe externo,El sistema debe bloquear la carga del sitio en iframes no autorizados.,"Navegador web, herramientas de prueba",No,Ninguno,Comprobación de protección contra ataques de clickjacking mediante encabezados X-Frame-Options,Aprobado,25-11-2024,"La aplicación está protegida contra clickjacking usando el encabezado X-Frame-Options con valor ""DENY""."
ASP74,Accesibilidad y Seguridad de la Plataforma,Comprobar si los formularios son compatibles con lectores de pantalla.,25-11-2024,Accesibilidad y Seguridad,Formularios de usuario,Navegar por los formularios con un lector de pantalla,Los lectores deben anunciar correctamente cada campo y su propósito.,"Navegador web, lector de pantalla",No,Ninguno,Compatibilidad de los formularios con lectores de pantalla evaluada,Aprobado,25-11-2024,"La mayoría de los formularios funcionan bien con lectores de pantalla, pero se requieren mejoras en las etiquetas ARIA."
ASP75,Accesibilidad y Seguridad de la Plataforma,Evaluar si el proceso de recuperación de contraseña es seguro y no expone datos sensibles.,25-11-2024,Accesibilidad y Seguridad,Recuperación de contraseña,Intentar recuperar una contraseña sin seguir los pasos correctos,El sistema debe validar adecuadamente la identidad del usuario antes de permitir cambios.,Navegador web,No,Ninguno,Evaluación de seguridad del proceso de recuperación de contraseña,Aprobado,25-11-2024,El proceso es seguro y no expone datos sensibles. Se envía un enlace temporal al correo electrónico del usuario.
ASP76,Accesibilidad y Seguridad de la Plataforma,Evaluar si el captcha en el formulario de registro funciona correctamente para evitar bots.,25-11-2024,Accesibilidad y Seguridad,Formulario de registro,Completar el formulario de registro con un captcha inválido,El sistema debe rechazar el registro y mostrar un mensaje de error para captcha incorrecto.,Navegador web,No,Ninguno,Evaluación del funcionamiento del captcha en el formulario de registro,Aprobado,25-11-2024,El captcha funciona correctamente y previene intentos de registro automatizados.
ASP77,Accesibilidad y Seguridad de la Plataforma,Verificar si el sistema bloquea la cuenta después de varios intentos fallidos de inicio de sesión.,25-11-2024,Accesibilidad y Seguridad,Inicio de sesión,Introducir contraseña incorrecta varias veces,El sistema debe bloquear temporalmente la cuenta tras varios intentos fallidos.,Navegador web,No,Ninguno,Verificación de bloqueo de cuenta tras varios intentos fallidos de inicio de sesión,Aprobado,25-11-2024,"El sistema bloquea la cuenta tras 5 intentos fallidos, pero necesita mostrar un mensaje de advertencia al usuario."
ASP78,Accesibilidad y Seguridad de la Plataforma,Comprobar si la aplicación es navegable completamente con el teclado.,25-11-2024,Accesibilidad y Seguridad,Navegación de la interfaz,Utilizar solo el teclado para navegar,El usuario debe poder acceder y completar formularios utilizando únicamente el teclado.,Navegador web,No,Ninguno,Comprobación de navegabilidad completa con teclado,Aprobado,25-11-2024,"La mayoría de los elementos son accesibles con el teclado, se requieren mejoras en los menús desplegables."
ASP79,Accesibilidad y Seguridad de la Plataforma,Verificar si las contraseñas se almacenan de manera segura (cifrado).,25-11-2024,Accesibilidad y Seguridad,Manejo de contraseñas,Crear usuario y revisar almacenamiento en base de datos,Las contraseñas deben estar cifradas y no ser visibles en texto plano.,Base de datos,Acceso a la base de datos,Ninguno,Verificación de almacenamiento seguro de contraseñas mediante cifrado,Aprobado,25-11-2024,Las contraseñas se almacenan utilizando algoritmos de hashing seguro (bcrypt).
ASP80,Accesibilidad y Seguridad de la Plataforma,Evaluar si el sistema protege contra redireccionamientos no autorizados.,25-11-2024,Accesibilidad y Seguridad,Redireccionamientos,Modificar parámetros de URL para cambiar página,El sistema debe prevenir redireccionamientos a URLs externas o no autorizadas.,Navegador web,No,Ninguno,Evaluación de protección contra redireccionamientos no autorizados,Aprobado,25-11-2024,Se identificó una vulnerabilidad potencial en los enlaces de redirección; se requiere implementación de validaciones adicionales.
ASP81,Accesibilidad y Seguridad de la Plataforma,Comprobar si los textos son escalables sin pérdida de funcionalidad.,25-11-2024,Accesibilidad y Seguridad,Diseño de interfaz,Ampliar el tamaño de texto desde el navegador,Los textos deben escalar correctamente y seguir siendo legibles sin afectar la interfaz.,Navegador web,No,Ninguno,Comprobación de escalabilidad de textos sin pérdida de funcionalidad,Aprobado,25-11-2024,Los textos se pueden escalar hasta un 200% sin afectar la funcionalidad de la interfaz.
ASP82,Accesibilidad y Seguridad de la Plataforma,Comprobar si todas las páginas del sistema utilizan HTTPS para conexiones seguras.,25-11-2024,Accesibilidad y Seguridad,Conexiones seguras,Navegar por diferentes secciones de la aplicación,Todas las páginas deben utilizar HTTPS para proteger la transmisión de datos.,Navegador web,No,Ninguno,Verificación de uso de HTTPS en todas las páginas del sistema,Aprobado,25-11-2024,Todas las páginas utilizan HTTPS para conexiones seguras.
ASP83,Accesibilidad y Seguridad de la Plataforma,Evaluar si el sistema es vulnerable a ataques XSS en campos de texto.,25-11-2024,Accesibilidad y Seguridad,Formularios de usuario,Ingresar código JavaScript malicioso en un campo de texto,"El sistema debe escapar o rechazar el código, evitando su ejecución.",Navegador web,No,Ninguno,Evaluación de vulnerabilidad a ataques XSS en campos de texto,Aprobado,25-11-2024,Se detectaron posibles vulnerabilidades XSS en campos de texto; se requiere implementar sanitización de entradas.
ASP84,Accesibilidad y Seguridad de la Plataforma,Comprobar si los mensajes de error son leídos correctamente por los lectores de pantalla.,25-11-2024,Accesibilidad y Seguridad,Manejo de errores,Provocar errores y usar lector de pantalla,Los lectores de pantalla deben anunciar claramente los mensajes de error.,"Navegador web, lector de pantalla",No,Ninguno,Comprobación de lectura correcta de mensajes de error por lectores de pantalla,Aprobado,25-11-2024,Algunos mensajes de error no son detectados por los lectores de pantalla; se deben ajustar las etiquetas ARIA.
ASP85,Accesibilidad y Seguridad de la Plataforma,Evaluar si la sesión expira automáticamente después de cierto tiempo para usuarios inactivos.,25-11-2024,Accesibilidad y Seguridad,Manejo de sesión,Iniciar sesión y esperar inactividad prolongada,La sesión debe cerrarse automáticamente tras el tiempo definido de inactividad.,Navegador web,No,Ninguno,Evaluación de expiración automática de sesión para usuarios inactivos,Aprobado,25-11-2024,"La sesión expira automáticamente después de 15 minutos de inactividad, garantizando la seguridad del usuario."
ASP86,Accesibilidad y Seguridad de la Plataforma,Evaluar si el sistema tiene protección contra ataques de clickjacking.,25-11-2024,Accesibilidad y Seguridad,Protección de interfaz,Intentar cargar la plataforma en un iframe externo,El sistema debe prevenir la carga en iframes no autorizados.,Navegador web,No,Ninguno,Evaluación de protección contra ataques de clickjacking,Aprobado,25-11-2024,Se ha implementado la protección contra clickjacking mediante encabezados X-Frame-Options.
